,id,date,time,name,size,type,price
7592,2015-003287,2015-02-25,12:00:21,four_cheese,M,veggie,14.75
7593,2015-003287,2015-02-25,12:00:21,bbq_ckn,M,chicken,16.75
7594,2015-003288,2015-02-25,12:00:55,cali_ckn,L,chicken,20.75
7595,2015-003288,2015-02-25,12:00:55,ckn_pesto,L,chicken,20.75
7596,2015-003288,2015-02-25,12:00:55,ital_cpcllo,L,classic,20.5
7597,2015-003289,2015-02-25,12:22:27,veggie_veg,L,veggie,20.25
7598,2015-003289,2015-02-25,12:22:27,four_cheese,M,veggie,14.75
7599,2015-003289,2015-02-25,12:22:27,peppr_salami,M,supreme,16.5
7600,2015-003289,2015-02-25,12:22:27,cali_ckn,M,chicken,16.75
7601,2015-003289,2015-02-25,12:22:27,pepperoni,M,classic,12.5
7602,2015-003290,2015-02-25,12:32:36,soppressata,M,supreme,16.5
7603,2015-003290,2015-02-25,12:32:36,thai_ckn,S,chicken,12.75
7604,2015-003290,2015-02-25,12:32:36,ital_veggie,M,veggie,16.75
7605,2015-003291,2015-02-25,12:34:40,big_meat,S,classic,12
7606,2015-003292,2015-02-25,12:39:18,sicilian,M,supreme,16.25
7607,2015-003292,2015-02-25,12:39:18,prsc_argla,M,supreme,16.5
7608,2015-003292,2015-02-25,12:39:18,pep_msh_pep,M,classic,14.5
7609,2015-003292,2015-02-25,12:39:18,pep_msh_pep,M,classic,14.5
7610,2015-003292,2015-02-25,12:39:18,southw_ckn,L,chicken,20.75
7611,2015-003292,2015-02-25,12:39:18,big_meat,S,classic,12
7612,2015-003292,2015-02-25,12:39:18,pepperoni,L,classic,15.25
7613,2015-003292,2015-02-25,12:39:18,spinach_supr,S,supreme,12.5
7614,2015-003292,2015-02-25,12:39:18,pepperoni,M,classic,12.5
7615,2015-003292,2015-02-25,12:39:18,calabrese,M,supreme,16.25
7616,2015-003292,2015-02-25,12:39:18,four_cheese,L,veggie,17.95
7617,2015-003292,2015-02-25,12:39:18,the_greek,XL,classic,25.5
7618,2015-003292,2015-02-25,12:39:18,spin_pesto,L,veggie,20.75
7619,2015-003292,2015-02-25,12:39:18,five_cheese,L,veggie,18.5
7620,2015-003293,2015-02-25,12:41:42,ckn_alfredo,M,chicken,16.75
7621,2015-003294,2015-02-25,12:43:23,pep_msh_pep,M,classic,14.5
7622,2015-003294,2015-02-25,12:43:23,veggie_veg,L,veggie,20.25
7623,2015-003295,2015-02-25,12:44:09,ital_cpcllo,L,classic,20.5
7624,2015-003296,2015-02-25,12:45:11,classic_dlx,M,classic,16
7625,2015-003296,2015-02-25,12:45:11,big_meat,S,classic,12
7626,2015-003296,2015-02-25,12:45:11,bbq_ckn,M,chicken,16.75
7627,2015-003297,2015-02-25,12:57:10,the_greek,XXL,classic,35.95
7628,2015-003297,2015-02-25,12:57:10,ital_supr,M,supreme,16.5
7629,2015-003298,2015-02-25,13:01:51,ckn_pesto,S,chicken,12.75
7630,2015-003299,2015-02-25,13:08:59,four_cheese,L,veggie,17.95
7631,2015-003299,2015-02-25,13:08:59,spinach_fet,S,veggie,12
7632,2015-003300,2015-02-25,13:10:46,hawaiian,L,classic,16.5
7633,2015-003301,2015-02-25,13:18:01,spinach_fet,L,veggie,20.25
7634,2015-003302,2015-02-25,13:24:42,classic_dlx,L,classic,20.5
7635,2015-003302,2015-02-25,13:24:42,ckn_pesto,S,chicken,12.75
7636,2015-003303,2015-02-25,13:29:23,soppressata,L,supreme,20.75
7637,2015-003304,2015-02-25,13:36:09,southw_ckn,S,chicken,12.75
7638,2015-003304,2015-02-25,13:36:09,big_meat,S,classic,12
7639,2015-003304,2015-02-25,13:36:09,classic_dlx,M,classic,16
7640,2015-003304,2015-02-25,13:36:09,mexicana,L,veggie,20.25
7641,2015-003304,2015-02-25,13:36:09,ckn_alfredo,M,chicken,16.75
7642,2015-003304,2015-02-25,13:36:09,spinach_fet,M,veggie,16
7643,2015-003304,2015-02-25,13:36:09,hawaiian,S,classic,10.5
7644,2015-003305,2015-02-25,14:24:47,ital_veggie,S,veggie,12.75
7645,2015-003306,2015-02-25,14:25:47,spicy_ital,L,supreme,20.75
7646,2015-003307,2015-02-25,14:43:41,soppressata,L,supreme,20.75
7647,2015-003307,2015-02-25,14:43:41,soppressata,S,supreme,12.5
7648,2015-003307,2015-02-25,14:43:41,pep_msh_pep,S,classic,11
7649,2015-003308,2015-02-25,15:07:18,ital_supr,S,supreme,12.5
7650,2015-003308,2015-02-25,15:07:18,sicilian,M,supreme,16.25
7651,2015-003309,2015-02-25,15:11:35,classic_dlx,S,classic,12
7652,2015-003309,2015-02-25,15:11:35,peppr_salami,L,supreme,20.75
7653,2015-003310,2015-02-25,15:39:00,ital_veggie,M,veggie,16.75
7654,2015-003310,2015-02-25,15:39:00,spinach_fet,S,veggie,12
7655,2015-003310,2015-02-25,15:39:00,bbq_ckn,L,chicken,20.75
7656,2015-003311,2015-02-25,15:44:27,thai_ckn,L,chicken,20.75
7657,2015-003311,2015-02-25,15:44:27,sicilian,M,supreme,16.25
7658,2015-003311,2015-02-25,15:44:27,veggie_veg,L,veggie,20.25
7659,2015-003311,2015-02-25,15:44:27,five_cheese,L,veggie,18.5
7660,2015-003312,2015-02-25,15:49:29,napolitana,M,classic,16
7661,2015-003312,2015-02-25,15:49:29,ital_cpcllo,L,classic,20.5
7662,2015-003313,2015-02-25,15:52:00,mexicana,M,veggie,16
7663,2015-003314,2015-02-25,15:54:56,pep_msh_pep,S,classic,11
7664,2015-003314,2015-02-25,15:54:56,four_cheese,L,veggie,17.95
7665,2015-003314,2015-02-25,15:54:56,big_meat,S,classic,12
7666,2015-003315,2015-02-25,16:28:11,spinach_fet,S,veggie,12
7667,2015-003315,2015-02-25,16:28:11,sicilian,M,supreme,16.25
7668,2015-003316,2015-02-25,16:38:42,veggie_veg,M,veggie,16
7669,2015-003317,2015-02-25,16:51:29,five_cheese,L,veggie,18.5
7670,2015-003317,2015-02-25,16:51:29,peppr_salami,M,supreme,16.5
7671,2015-003318,2015-02-25,16:58:06,thai_ckn,L,chicken,20.75
7672,2015-003318,2015-02-25,16:58:06,green_garden,S,veggie,12
7673,2015-003319,2015-02-25,17:05:27,calabrese,M,supreme,16.25
7674,2015-003320,2015-02-25,17:09:14,spinach_supr,L,supreme,20.75
7675,2015-003320,2015-02-25,17:09:14,green_garden,S,veggie,12
7676,2015-003321,2015-02-25,17:22:08,spin_pesto,M,veggie,16.5
7677,2015-003321,2015-02-25,17:22:08,southw_ckn,M,chicken,16.75
7678,2015-003321,2015-02-25,17:22:08,four_cheese,L,veggie,17.95
7679,2015-003321,2015-02-25,17:22:08,spinach_fet,S,veggie,12
7680,2015-003322,2015-02-25,17:25:13,big_meat,S,classic,12
7681,2015-003322,2015-02-25,17:25:13,sicilian,L,supreme,20.25
7682,2015-003322,2015-02-25,17:25:13,four_cheese,M,veggie,14.75
7683,2015-003322,2015-02-25,17:25:13,spicy_ital,L,supreme,20.75
7684,2015-003323,2015-02-25,17:45:10,classic_dlx,M,classic,16
7685,2015-003323,2015-02-25,17:45:10,pep_msh_pep,L,classic,17.5
7686,2015-003324,2015-02-25,17:59:30,peppr_salami,S,supreme,12.5
7687,2015-003325,2015-02-25,18:00:51,ital_cpcllo,L,classic,20.5
7688,2015-003325,2015-02-25,18:00:51,green_garden,S,veggie,12
7689,2015-003326,2015-02-25,18:15:41,five_cheese,L,veggie,18.5
7690,2015-003326,2015-02-25,18:15:41,spicy_ital,S,supreme,12.5
7691,2015-003327,2015-02-25,18:19:46,four_cheese,L,veggie,17.95
7692,2015-003328,2015-02-25,18:44:25,southw_ckn,M,chicken,16.75
7693,2015-003328,2015-02-25,18:44:25,ital_veggie,M,veggie,16.75
7694,2015-003329,2015-02-25,18:49:43,southw_ckn,L,chicken,20.75
7695,2015-003329,2015-02-25,18:49:43,napolitana,M,classic,16
7696,2015-003329,2015-02-25,18:49:43,veggie_veg,M,veggie,16
7697,2015-003330,2015-02-25,18:58:00,ckn_alfredo,S,chicken,12.75
7698,2015-003330,2015-02-25,18:58:00,pepperoni,M,classic,12.5
7699,2015-003330,2015-02-25,18:58:00,four_cheese,M,veggie,14.75
7700,2015-003330,2015-02-25,18:58:00,soppressata,L,supreme,20.75
7701,2015-003331,2015-02-25,19:31:42,soppressata,M,supreme,16.5
7702,2015-003332,2015-02-25,19:41:18,sicilian,L,supreme,20.25
7703,2015-003333,2015-02-25,19:44:04,bbq_ckn,S,chicken,12.75
7704,2015-003334,2015-02-25,19:54:47,napolitana,L,classic,20.5
7705,2015-003334,2015-02-25,19:54:47,four_cheese,L,veggie,17.95
7706,2015-003335,2015-02-25,20:03:38,sicilian,S,supreme,12.25
7707,2015-003335,2015-02-25,20:03:38,cali_ckn,S,chicken,12.75
7708,2015-003336,2015-02-25,20:13:37,spinach_fet,M,veggie,16
7709,2015-003337,2015-02-25,20:15:01,ckn_alfredo,S,chicken,12.75
7710,2015-003337,2015-02-25,20:15:01,thai_ckn,S,chicken,12.75
7711,2015-003337,2015-02-25,20:15:01,classic_dlx,S,classic,12
7712,2015-003337,2015-02-25,20:15:01,thai_ckn,M,chicken,16.75
7713,2015-003338,2015-02-25,20:16:05,big_meat,S,classic,12
7714,2015-003339,2015-02-25,20:27:43,ckn_pesto,L,chicken,20.75
7715,2015-003339,2015-02-25,20:27:43,prsc_argla,M,supreme,16.5
7716,2015-003340,2015-02-25,20:41:17,the_greek,S,classic,12
7717,2015-003340,2015-02-25,20:41:17,mexicana,L,veggie,20.25
7718,2015-003341,2015-02-25,20:46:02,big_meat,S,classic,12
7719,2015-003341,2015-02-25,20:46:02,big_meat,S,classic,12
7720,2015-003342,2015-02-25,21:08:05,ital_supr,L,supreme,20.75
7721,2015-003342,2015-02-25,21:08:05,sicilian,M,supreme,16.25
7722,2015-003342,2015-02-25,21:08:05,sicilian,L,supreme,20.25
7723,2015-003343,2015-02-25,21:16:08,southw_ckn,L,chicken,20.75
7724,2015-003344,2015-02-25,21:26:35,napolitana,M,classic,16
7725,2015-003344,2015-02-25,21:26:35,cali_ckn,M,chicken,16.75
7726,2015-003345,2015-02-25,21:39:51,napolitana,S,classic,12
7727,2015-003346,2015-02-26,12:01:09,spinach_supr,S,supreme,12.5
7728,2015-003346,2015-02-26,12:01:09,big_meat,S,classic,12
7729,2015-003347,2015-02-26,12:03:11,mexicana,S,veggie,12
7730,2015-003348,2015-02-26,12:08:52,sicilian,L,supreme,20.25
7731,2015-003348,2015-02-26,12:08:52,napolitana,L,classic,20.5
7732,2015-003349,2015-02-26,12:12:46,pep_msh_pep,S,classic,11
7733,2015-003349,2015-02-26,12:12:46,peppr_salami,M,supreme,16.5
7734,2015-003349,2015-02-26,12:12:46,big_meat,S,classic,12
7735,2015-003350,2015-02-26,12:16:27,pep_msh_pep,S,classic,11
7736,2015-003350,2015-02-26,12:16:27,sicilian,M,supreme,16.25
7737,2015-003350,2015-02-26,12:16:27,sicilian,M,supreme,16.25
7738,2015-003350,2015-02-26,12:16:27,pepperoni,L,classic,15.25
7739,2015-003351,2015-02-26,12:18:48,sicilian,S,supreme,12.25
7740,2015-003351,2015-02-26,12:18:48,four_cheese,L,veggie,17.95
7741,2015-003352,2015-02-26,12:22:34,the_greek,XL,classic,25.5
7742,2015-003353,2015-02-26,12:39:02,ital_cpcllo,L,classic,20.5
7743,2015-003353,2015-02-26,12:39:02,spinach_fet,M,veggie,16
7744,2015-003353,2015-02-26,12:39:02,thai_ckn,L,chicken,20.75
7745,2015-003354,2015-02-26,12:58:00,hawaiian,L,classic,16.5
7746,2015-003354,2015-02-26,12:58:00,mexicana,L,veggie,20.25
7747,2015-003355,2015-02-26,13:04:26,pepperoni,M,classic,12.5
7748,2015-003355,2015-02-26,13:04:26,soppressata,L,supreme,20.75
7749,2015-003355,2015-02-26,13:04:26,hawaiian,L,classic,16.5
7750,2015-003355,2015-02-26,13:04:26,hawaiian,L,classic,16.5
7751,2015-003355,2015-02-26,13:04:26,mexicana,L,veggie,20.25
7752,2015-003355,2015-02-26,13:04:26,ital_supr,L,supreme,20.75
7753,2015-003355,2015-02-26,13:04:26,pep_msh_pep,L,classic,17.5
7754,2015-003355,2015-02-26,13:04:26,soppressata,M,supreme,16.5
7755,2015-003355,2015-02-26,13:04:26,mexicana,S,veggie,12
7756,2015-003355,2015-02-26,13:04:26,bbq_ckn,M,chicken,16.75
7757,2015-003356,2015-02-26,13:06:30,thai_ckn,M,chicken,16.75
7758,2015-003357,2015-02-26,13:07:13,thai_ckn,S,chicken,12.75
7759,2015-003357,2015-02-26,13:07:13,spinach_supr,M,supreme,16.5
7760,2015-003357,2015-02-26,13:07:13,classic_dlx,M,classic,16
7761,2015-003358,2015-02-26,13:13:35,thai_ckn,S,chicken,12.75
7762,2015-003359,2015-02-26,13:25:04,ital_veggie,L,veggie,21
7763,2015-003360,2015-02-26,13:44:24,big_meat,S,classic,12
7764,2015-003360,2015-02-26,13:44:24,cali_ckn,M,chicken,16.75
7765,2015-003360,2015-02-26,13:44:24,ital_supr,S,supreme,12.5
7766,2015-003361,2015-02-26,13:50:11,spin_pesto,S,veggie,12.5
7767,2015-003361,2015-02-26,13:50:11,ital_veggie,S,veggie,12.75
7768,2015-003362,2015-02-26,13:50:14,hawaiian,L,classic,16.5
7769,2015-003363,2015-02-26,13:52:23,bbq_ckn,M,chicken,16.75
7770,2015-003363,2015-02-26,13:52:23,ital_veggie,M,veggie,16.75
7771,2015-003363,2015-02-26,13:52:23,spinach_supr,S,supreme,12.5
7772,2015-003363,2015-02-26,13:52:23,mediterraneo,L,veggie,20.25
7773,2015-003363,2015-02-26,13:52:23,five_cheese,L,veggie,18.5
7774,2015-003363,2015-02-26,13:52:23,cali_ckn,L,chicken,20.75
7775,2015-003363,2015-02-26,13:52:23,pep_msh_pep,S,classic,11
7776,2015-003363,2015-02-26,13:52:23,napolitana,M,classic,16
7777,2015-003363,2015-02-26,13:52:23,cali_ckn,M,chicken,16.75
7778,2015-003363,2015-02-26,13:52:23,thai_ckn,L,chicken,20.75
7779,2015-003363,2015-02-26,13:52:23,prsc_argla,L,supreme,20.75
7780,2015-003363,2015-02-26,13:52:23,pepperoni,S,classic,9.75
7781,2015-003364,2015-02-26,13:56:18,ckn_pesto,M,chicken,16.75
7782,2015-003364,2015-02-26,13:56:18,spinach_fet,S,veggie,12
7783,2015-003364,2015-02-26,13:56:18,ckn_pesto,L,chicken,20.75
7784,2015-003364,2015-02-26,13:56:18,sicilian,L,supreme,20.25
7785,2015-003365,2015-02-26,14:08:46,four_cheese,L,veggie,17.95
7786,2015-003366,2015-02-26,14:18:48,napolitana,S,classic,12
7787,2015-003366,2015-02-26,14:18:48,veggie_veg,S,veggie,12
7788,2015-003366,2015-02-26,14:18:48,southw_ckn,M,chicken,16.75
7789,2015-003367,2015-02-26,14:28:31,pepperoni,M,classic,12.5
7790,2015-003368,2015-02-26,14:48:56,peppr_salami,S,supreme,12.5
7791,2015-003369,2015-02-26,15:22:08,peppr_salami,S,supreme,12.5
7792,2015-003369,2015-02-26,15:22:08,hawaiian,S,classic,10.5
7793,2015-003369,2015-02-26,15:22:08,five_cheese,L,veggie,18.5
7794,2015-003370,2015-02-26,15:39:19,spinach_fet,S,veggie,12
7795,2015-003370,2015-02-26,15:39:19,pepperoni,S,classic,9.75
7796,2015-003370,2015-02-26,15:39:19,ckn_pesto,S,chicken,12.75
7797,2015-003371,2015-02-26,15:58:02,mexicana,L,veggie,20.25
7798,2015-003371,2015-02-26,15:58:02,thai_ckn,L,chicken,20.75
7799,2015-003371,2015-02-26,15:58:02,pepperoni,M,classic,12.5
7800,2015-003371,2015-02-26,15:58:02,ital_cpcllo,M,classic,16
7801,2015-003372,2015-02-26,15:58:38,pepperoni,L,classic,15.25
7802,2015-003372,2015-02-26,15:58:38,calabrese,M,supreme,16.25
7803,2015-003372,2015-02-26,15:58:38,ital_cpcllo,M,classic,16
7804,2015-003372,2015-02-26,15:58:38,hawaiian,L,classic,16.5
7805,2015-003373,2015-02-26,16:01:28,spicy_ital,L,supreme,20.75
7806,2015-003373,2015-02-26,16:01:28,peppr_salami,M,supreme,16.5
7807,2015-003374,2015-02-26,16:15:25,ital_cpcllo,L,classic,20.5
7808,2015-003374,2015-02-26,16:15:25,spinach_supr,L,supreme,20.75
7809,2015-003375,2015-02-26,16:20:18,the_greek,S,classic,12
7810,2015-003376,2015-02-26,16:27:20,ckn_pesto,S,chicken,12.75
7811,2015-003377,2015-02-26,16:32:16,classic_dlx,M,classic,16
7812,2015-003378,2015-02-26,16:53:26,peppr_salami,S,supreme,12.5
7813,2015-003379,2015-02-26,16:55:17,ital_veggie,L,veggie,21
7814,2015-003379,2015-02-26,16:55:17,peppr_salami,S,supreme,12.5
7815,2015-003380,2015-02-26,17:16:51,soppressata,L,supreme,20.75
7816,2015-003380,2015-02-26,17:16:51,mediterraneo,L,veggie,20.25
7817,2015-003381,2015-02-26,17:22:05,classic_dlx,M,classic,16
7818,2015-003381,2015-02-26,17:22:05,veggie_veg,L,veggie,20.25
7819,2015-003382,2015-02-26,17:24:43,sicilian,L,supreme,20.25
7820,2015-003382,2015-02-26,17:24:43,ckn_alfredo,M,chicken,16.75
7821,2015-003382,2015-02-26,17:24:43,napolitana,S,classic,12
7822,2015-003383,2015-02-26,17:31:14,big_meat,S,classic,12
7823,2015-003384,2015-02-26,17:37:19,hawaiian,S,classic,10.5
7824,2015-003384,2015-02-26,17:37:19,thai_ckn,S,chicken,12.75
7825,2015-003384,2015-02-26,17:37:19,spinach_fet,M,veggie,16
7826,2015-003384,2015-02-26,17:37:19,mediterraneo,M,veggie,16
7827,2015-003385,2015-02-26,17:45:02,hawaiian,S,classic,10.5
7828,2015-003385,2015-02-26,17:45:02,prsc_argla,M,supreme,16.5
7829,2015-003385,2015-02-26,17:45:02,prsc_argla,M,supreme,16.5
7830,2015-003386,2015-02-26,17:50:20,cali_ckn,L,chicken,20.75
7831,2015-003386,2015-02-26,17:50:20,spinach_fet,S,veggie,12
7832,2015-003387,2015-02-26,17:51:35,sicilian,S,supreme,12.25
7833,2015-003387,2015-02-26,17:51:35,classic_dlx,M,classic,16
7834,2015-003387,2015-02-26,17:51:35,soppressata,M,supreme,16.5
7835,2015-003388,2015-02-26,17:53:56,spinach_fet,M,veggie,16
7836,2015-003388,2015-02-26,17:53:56,hawaiian,M,classic,13.25
7837,2015-003389,2015-02-26,18:19:17,ital_veggie,S,veggie,12.75
7838,2015-003390,2015-02-26,18:26:17,ital_veggie,M,veggie,16.75
7839,2015-003390,2015-02-26,18:26:17,the_greek,XL,classic,25.5
7840,2015-003390,2015-02-26,18:26:17,pep_msh_pep,L,classic,17.5
7841,2015-003391,2015-02-26,18:37:03,sicilian,L,supreme,20.25
7842,2015-003391,2015-02-26,18:37:03,peppr_salami,L,supreme,20.75
7843,2015-003391,2015-02-26,18:37:03,pepperoni,L,classic,15.25
7844,2015-003391,2015-02-26,18:37:03,cali_ckn,M,chicken,16.75
7845,2015-003392,2015-02-26,18:49:00,bbq_ckn,L,chicken,20.75
7846,2015-003392,2015-02-26,18:49:00,four_cheese,L,veggie,17.95
7847,2015-003392,2015-02-26,18:49:00,four_cheese,L,veggie,17.95
7848,2015-003392,2015-02-26,18:49:00,mexicana,L,veggie,20.25
7849,2015-003393,2015-02-26,18:53:40,southw_ckn,M,chicken,16.75
7850,2015-003394,2015-02-26,19:03:13,prsc_argla,S,supreme,12.5
7851,2015-003394,2015-02-26,19:03:13,hawaiian,L,classic,16.5
7852,2015-003394,2015-02-26,19:03:13,veggie_veg,L,veggie,20.25
7853,2015-003395,2015-02-26,19:08:46,big_meat,S,classic,12
7854,2015-003395,2015-02-26,19:08:46,five_cheese,L,veggie,18.5
7855,2015-003396,2015-02-26,19:13:12,ital_cpcllo,L,classic,20.5
7856,2015-003397,2015-02-26,19:25:04,hawaiian,L,classic,16.5
7857,2015-003397,2015-02-26,19:25:04,prsc_argla,M,supreme,16.5
7858,2015-003398,2015-02-26,19:49:51,pepperoni,M,classic,12.5
7859,2015-003398,2015-02-26,19:49:51,cali_ckn,M,chicken,16.75
7860,2015-003398,2015-02-26,19:49:51,thai_ckn,L,chicken,20.75
7861,2015-003398,2015-02-26,19:49:51,ckn_alfredo,M,chicken,16.75
7862,2015-003399,2015-02-26,20:22:43,the_greek,M,classic,16
7863,2015-003399,2015-02-26,20:22:43,mediterraneo,M,veggie,16
7864,2015-003399,2015-02-26,20:22:43,pepperoni,M,classic,12.5
7865,2015-003399,2015-02-26,20:22:43,hawaiian,S,classic,10.5
7866,2015-003400,2015-02-26,22:22:05,ckn_pesto,L,chicken,20.75
7867,2015-003401,2015-02-27,11:48:28,southw_ckn,L,chicken,20.75
7868,2015-003401,2015-02-27,11:48:28,peppr_salami,S,supreme,12.5
7869,2015-003401,2015-02-27,11:48:28,big_meat,S,classic,12
7870,2015-003402,2015-02-27,11:51:02,napolitana,S,classic,12
7871,2015-003402,2015-02-27,11:51:02,calabrese,M,supreme,16.25
7872,2015-003402,2015-02-27,11:51:02,classic_dlx,M,classic,16
7873,2015-003403,2015-02-27,11:57:25,bbq_ckn,L,chicken,20.75
7874,2015-003403,2015-02-27,11:57:25,peppr_salami,L,supreme,20.75
7875,2015-003403,2015-02-27,11:57:25,peppr_salami,S,supreme,12.5
7876,2015-003403,2015-02-27,11:57:25,four_cheese,L,veggie,17.95
7877,2015-003404,2015-02-27,12:00:32,spicy_ital,L,supreme,20.75
7878,2015-003404,2015-02-27,12:00:32,spinach_supr,S,supreme,12.5
7879,2015-003405,2015-02-27,12:07:37,peppr_salami,L,supreme,20.75
7880,2015-003406,2015-02-27,12:09:32,green_garden,L,veggie,20.25
7881,2015-003406,2015-02-27,12:09:32,cali_ckn,S,chicken,12.75
7882,2015-003407,2015-02-27,12:09:41,prsc_argla,L,supreme,20.75
7883,2015-003408,2015-02-27,12:28:49,cali_ckn,L,chicken,20.75
7884,2015-003409,2015-02-27,12:29:39,ckn_alfredo,L,chicken,20.75
7885,2015-003409,2015-02-27,12:29:39,ital_supr,M,supreme,16.5
7886,2015-003410,2015-02-27,12:33:50,pep_msh_pep,M,classic,14.5
7887,2015-003410,2015-02-27,12:33:50,the_greek,L,classic,20.5
7888,2015-003411,2015-02-27,12:38:54,spin_pesto,M,veggie,16.5
7889,2015-003412,2015-02-27,12:40:41,hawaiian,M,classic,13.25
7890,2015-003412,2015-02-27,12:40:41,five_cheese,L,veggie,18.5
7891,2015-003412,2015-02-27,12:40:41,bbq_ckn,L,chicken,20.75
7892,2015-003412,2015-02-27,12:40:41,peppr_salami,L,supreme,20.75
7893,2015-003412,2015-02-27,12:40:41,pepperoni,M,classic,12.5
7894,2015-003413,2015-02-27,12:54:17,four_cheese,M,veggie,14.75
7895,2015-003413,2015-02-27,12:54:17,classic_dlx,S,classic,12
7896,2015-003413,2015-02-27,12:54:17,ckn_pesto,L,chicken,20.75
7897,2015-003413,2015-02-27,12:54:17,peppr_salami,S,supreme,12.5
7898,2015-003414,2015-02-27,12:56:47,pep_msh_pep,S,classic,11
7899,2015-003415,2015-02-27,13:02:11,mediterraneo,M,veggie,16
7900,2015-003415,2015-02-27,13:02:11,napolitana,S,classic,12
7901,2015-003415,2015-02-27,13:02:11,ital_supr,M,supreme,16.5
7902,2015-003415,2015-02-27,13:02:11,spin_pesto,L,veggie,20.75
7903,2015-003416,2015-02-27,13:02:43,ital_veggie,M,veggie,16.75
7904,2015-003417,2015-02-27,13:05:16,sicilian,S,supreme,12.25
7905,2015-003417,2015-02-27,13:05:16,cali_ckn,M,chicken,16.75
7906,2015-003417,2015-02-27,13:05:16,southw_ckn,L,chicken,20.75
7907,2015-003417,2015-02-27,13:05:16,four_cheese,M,veggie,14.75
7908,2015-003417,2015-02-27,13:05:16,ital_veggie,L,veggie,21
7909,2015-003418,2015-02-27,13:07:39,hawaiian,S,classic,10.5
7910,2015-003418,2015-02-27,13:07:39,prsc_argla,S,supreme,12.5
7911,2015-003418,2015-02-27,13:07:39,four_cheese,L,veggie,17.95
7912,2015-003419,2015-02-27,13:36:13,cali_ckn,L,chicken,20.75
7913,2015-003419,2015-02-27,13:36:13,sicilian,S,supreme,12.25
7914,2015-003419,2015-02-27,13:36:13,pepperoni,L,classic,15.25
7915,2015-003419,2015-02-27,13:36:13,ckn_alfredo,M,chicken,16.75
7916,2015-003420,2015-02-27,13:37:23,four_cheese,L,veggie,17.95
7917,2015-003421,2015-02-27,13:57:48,southw_ckn,M,chicken,16.75
7918,2015-003421,2015-02-27,13:57:48,sicilian,M,supreme,16.25
7919,2015-003422,2015-02-27,14:03:49,pepperoni,S,classic,9.75
7920,2015-003423,2015-02-27,14:09:03,pep_msh_pep,L,classic,17.5
7921,2015-003423,2015-02-27,14:09:03,ital_veggie,S,veggie,12.75
7922,2015-003423,2015-02-27,14:09:03,big_meat,S,classic,12
7923,2015-003423,2015-02-27,14:09:03,sicilian,M,supreme,16.25
7924,2015-003423,2015-02-27,14:09:03,spinach_supr,M,supreme,16.5
7925,2015-003423,2015-02-27,14:09:03,spin_pesto,L,veggie,20.75
7926,2015-003423,2015-02-27,14:09:03,ital_cpcllo,S,classic,12
7927,2015-003423,2015-02-27,14:09:03,soppressata,S,supreme,12.5
7928,2015-003424,2015-02-27,14:14:57,veggie_veg,M,veggie,16
7929,2015-003424,2015-02-27,14:14:57,ital_supr,M,supreme,16.5
7930,2015-003424,2015-02-27,14:14:57,hawaiian,L,classic,16.5
7931,2015-003424,2015-02-27,14:14:57,thai_ckn,L,chicken,20.75
7932,2015-003425,2015-02-27,14:26:06,ital_cpcllo,L,classic,20.5
7933,2015-003426,2015-02-27,15:27:21,mediterraneo,S,veggie,12
7934,2015-003426,2015-02-27,15:27:21,spicy_ital,L,supreme,20.75
7935,2015-003427,2015-02-27,15:54:13,cali_ckn,S,chicken,12.75
7936,2015-003427,2015-02-27,15:54:13,pepperoni,M,classic,12.5
7937,2015-003428,2015-02-27,16:08:31,five_cheese,L,veggie,18.5
7938,2015-003428,2015-02-27,16:08:31,thai_ckn,L,chicken,20.75
7939,2015-003429,2015-02-27,16:13:37,spin_pesto,S,veggie,12.5
7940,2015-003429,2015-02-27,16:13:37,spinach_supr,M,supreme,16.5
7941,2015-003430,2015-02-27,16:25:27,mediterraneo,L,veggie,20.25
7942,2015-003430,2015-02-27,16:25:27,pepperoni,S,classic,9.75
7943,2015-003430,2015-02-27,16:25:27,veggie_veg,S,veggie,12
7944,2015-003431,2015-02-27,16:27:45,pep_msh_pep,L,classic,17.5
7945,2015-003431,2015-02-27,16:27:45,cali_ckn,S,chicken,12.75
7946,2015-003431,2015-02-27,16:27:45,pepperoni,S,classic,9.75
7947,2015-003432,2015-02-27,16:35:16,spicy_ital,L,supreme,20.75
7948,2015-003432,2015-02-27,16:35:16,pepperoni,L,classic,15.25
7949,2015-003432,2015-02-27,16:35:16,green_garden,S,veggie,12
7950,2015-003433,2015-02-27,16:37:35,veggie_veg,M,veggie,16
7951,2015-003433,2015-02-27,16:37:35,four_cheese,L,veggie,17.95
7952,2015-003434,2015-02-27,16:45:33,classic_dlx,S,classic,12
7953,2015-003434,2015-02-27,16:45:33,pepperoni,S,classic,9.75
7954,2015-003435,2015-02-27,16:55:04,spicy_ital,M,supreme,16.5
7955,2015-003436,2015-02-27,17:09:56,southw_ckn,L,chicken,20.75
7956,2015-003436,2015-02-27,17:09:56,napolitana,M,classic,16
7957,2015-003436,2015-02-27,17:09:56,spinach_fet,M,veggie,16
7958,2015-003436,2015-02-27,17:09:56,spinach_fet,S,veggie,12
7959,2015-003437,2015-02-27,17:15:48,southw_ckn,L,chicken,20.75
7960,2015-003437,2015-02-27,17:15:48,pep_msh_pep,L,classic,17.5
